id,username,created_at,lng,lat,text
1527220293307142144,defectorsweld,Thu May 19 09:31:06 +0000 2022,-0.216108,51.498387,We are flying the flag loud and proper proud. Queens platinum jubilee just two weeks away are you coming to celebra… https://t.co/ZQJST8H4jn
1527220294297034753,philstilgoe,Thu May 19 09:31:07 +0000 2022,-0.130356,50.840332000000004,@wearz @ReturnofR Exactly that 👊
1527220294632472576,Glasgowman70,Thu May 19 09:31:07 +0000 2022,-4.2417514999999995,55.85830249999999,When yar neighbour totally blanks ya haha ya know he is hurting big styleeeeeeeeeee 😏
1527220300995346433,CwmdareN,Thu May 19 09:31:08 +0000 2022,-3.4529604999999997,51.7185625,👇🏻👇🏻👇🏻👇🏻JOBS !!!!👇🏻👇🏻👇🏻👇🏻
1527220303419555840,SAFCBANTER1973,Thu May 19 09:31:09 +0000 2022,-3.927119,50.997507,I'm nervous now. What the hell will it be like on match day?? How is everyone feeling?
1527220306611425282,joeyconnoisseur,Thu May 19 09:31:10 +0000 2022,-1.2965434999999998,50.704935500000005,"@nickmanor Thanks buddy. I'm getting better, you'll be seeing me at the oxford again next season when you get a cha… https://t.co/Wn16Ad12OI"
1527220311585873921,PaulaP__,Thu May 19 09:31:11 +0000 2022,-1.599961,55.0865005,@sshynwa Good Morning- it will be amazing- off to check hotels
1527220315084009472,geoallison,Thu May 19 09:31:12 +0000 2022,-4.172646,55.8209155,"@NM12713716 @robbie_crossan @skippythehorse I'd be careful with this guy, he falsely claimed other countries were b… https://t.co/xrPv60trge"
1527220315583139842,BertieThompso18,Thu May 19 09:31:12 +0000 2022,-4.0094435,57.5204725,Deranged!
1527220323808071680,Wayne_Gibson67,Thu May 19 09:31:14 +0000 2022,-1.13067,52.6262635,"@Leicester_Numan Yes, apparently it will mate , later should be a lot better."
1527220332091871233,Sproza24,Thu May 19 09:31:16 +0000 2022,-2.5208114999999998,53.25884,@DailyStar_Sport 😬😬😬
1527220332184096768,Ciolfilicious1,Thu May 19 09:31:16 +0000 2022,-2.3047579999999996,53.580698,@Bazza73617427 @EnzymeQ10 @MagnusBiker1 The process that you described of how they make a diagnosis on long covid d… https://t.co/iyRQA50bfr
1527220336034455552,VolimineniSK,Thu May 19 09:31:17 +0000 2022,-0.1815875,51.3618975,@Eswarkanchi @TBO_Updates 😁
1527220341692563457,MxCantinaTurner,Thu May 19 09:31:18 +0000 2022,-2.9326775,53.517191,"The people of the world demanded it. Millions around the globe were up in arms, calling for it. It is now here...… https://t.co/4GDGLcmBJK"
